ID,Title,Brand,Model
1673,"Pentax K-7 comes with a  23.4 x 15.6 mm CMOS sensor, which has a diagonal of  28.12 mm (1.11"") and a surface area of 365.04 mm².",Pentax,K-7
1674,"Pentax  E80 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Pentax,Optio E80
1675,"Pentax  E70L comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Pentax,Optio E70L
1676,"Pentax  M85 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Pentax,Optio M85
1677,"Pentax  W80 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Pentax,Optio W80
1678,"Pentax  E70 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Pentax,Optio E70
1679,"Pentax K-x comes with a  23.6 x 15.8 mm CMOS sensor, which has a diagonal of  28.40 mm (1.12"") and a surface area of 372.88 mm².",Pentax,K-x
1680,"Pentax  P70 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Pentax,Optio P70
1681,"Pentax  P80 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Pentax,Optio P80
1682,"Pentax  E75 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Pentax,Optio E75
1683,"Pentax  S12 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Pentax,Optio S12
1684,"Pentax K-m comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm².",Pentax,K-m
1685,"Pentax K20D comes with a  23.4 x 15.6 mm CMOS sensor, which has a diagonal of  28.12 mm (1.11"") and a surface area of 365.04 mm².",Pentax,K20D
1686,"Pentax  E60 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Pentax,Optio E60
1687,"Pentax K200D comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm².",Pentax,K200D
1688,"Pentax  M60 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Pentax,Optio M60
1689,"Pentax  E50 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio E50
1690,"Pentax  W60 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Pentax,Optio W60
1691,"Pentax  L50 comes with a  1/2.35"" (~ 6.03 x 4.52 mm) CCD sensor, which has a diagonal of  7.54 mm (0.3"") and a surface area of 27.26 mm².",Pentax,Optio L50
1692,"Pentax  M50 comes with a  1/2.35"" (~ 6.03 x 4.52 mm) CCD sensor, which has a diagonal of  7.54 mm (0.3"") and a surface area of 27.26 mm².",Pentax,Optio M50
1693,"Pentax  V20 comes with a  1/2.35"" (~ 6.03 x 4.52 mm) CCD sensor, which has a diagonal of  7.54 mm (0.3"") and a surface area of 27.26 mm².",Pentax,Optio V20
1694,"Pentax  M30 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio M30
1695,"Pentax K100D Super comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm².",Pentax,K100D Super
1696,"Pentax  T30 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio T30
1697,"Pentax  S10 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio S10
1698,"Pentax  E25 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio E25
1699,"Pentax  E30 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio E30
1700,"Pentax  A40 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Pentax,Optio A40
1701,"Pentax  Z10 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio Z10
1702,"Pentax  W30 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio W30
1703,"Pentax  V10 comes with a  1/2.35"" (~ 6.03 x 4.52 mm) CCD sensor, which has a diagonal of  7.54 mm (0.3"") and a surface area of 27.26 mm².",Pentax,Optio V10
1704,"Pentax  M40 comes with a  1/2.35"" (~ 6.03 x 4.52 mm) CCD sensor, which has a diagonal of  7.54 mm (0.3"") and a surface area of 27.26 mm².",Pentax,Optio M40
1705,"Pentax  A30 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio A30
1706,"Pentax  E40 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio E40
1707,"Pentax  E10 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio E10
1708,"Pentax K10D comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm².",Pentax,K10D
1709,"Pentax  T10 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio T10
1710,"Pentax  S7 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio S7
1711,"Pentax  A10 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio A10
1712,"Pentax  L20 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio L20
1713,"Pentax *ist DL2 comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm².",Pentax,*ist DL2
1714,"Pentax K110D comes with a  23.7 x 15.5 mm CCD sensor, which has a diagonal of  28.32 mm (1.11"") and a surface area of 367.35 mm².",Pentax,K110D
1715,"Pentax  A20 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio A20
1716,"Pentax K100D comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm².",Pentax,K100D
1717,"Pentax  T20 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio T20
1718,"Pentax  M20 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio M20
1719,"Pentax  W10 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio W10
1720,"Pentax  E20 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio E20
1721,"Pentax  M10 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio M10
1722,"Pentax  W20 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio W20
1723,"Pentax  S55 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio S55
1724,"Pentax  50L comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio 50L
1725,"Pentax  60 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio 60
1726,"Pentax  S5z comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio S5z
1727,"Pentax  WPi comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio WPi
1728,"Pentax *ist DL comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm².",Pentax,*ist DL
1729,"Pentax  50 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio 50
1730,"Pentax  S6 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio S6
1731,"Pentax  SVi comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio SVi
1732,"Pentax  S5n comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio S5n
1733,"Pentax  S60 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio S60
1734,"Pentax  S45 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio S45
1735,"Pentax  WP comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio WP
1736,"Pentax *ist DS2 comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm².",Pentax,*ist DS2
1737,"Pentax  S5i comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio S5i
1738,"Pentax  S4i comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio S4i
1739,"Pentax *ist DS comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm².",Pentax,*ist DS
1740,"Pentax  750Z comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio 750Z
1741,"Pentax  43WR comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,Optio 43WR
1742,"Pentax  MX4 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,Optio MX4
1743,"Pentax  S30 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,Optio S30
1744,"Pentax  MX comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,Optio MX
1745,"Pentax  SV comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio SV
1746,"Pentax  30 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,Optio 30
1747,"Pentax  X comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio X
1748,"Pentax  30 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,Optio 30
1749,"Pentax  X comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio X
1750,"Pentax  550 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio 550
1751,"Pentax  S4 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio S4
1752,"Pentax  33L comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,Optio 33L
1753,"Pentax *ist D comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm².",Pentax,*ist D
1754,"Pentax  33LF comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,Optio 33LF
1755,"Pentax  450 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio 450
1756,"Pentax  33WR comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,Optio 33WR
1757,"Pentax  S comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Pentax,Optio S
1758,"Pentax  555 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio 555
1759,"Pentax  230 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,Optio 230
1760,"Pentax  430RS comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio 430RS
1761,"Pentax  330RS comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio 330RS
1762,"Pentax  330GS comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,Optio 330GS
1763,"Pentax  330 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio 330
1764,"Pentax EI-100 comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Pentax,EI-100
1765,"Pentax  430 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Pentax,Optio 430
1766,"Pentax EI-2000 comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Pentax,EI-2000
1767,"Pentax EI-200 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Pentax,EI-200
1768,"Ricoh GR IIIx comes with a  23.5 x 15.6 mm CMOS sensor, which has a diagonal of  28.21 mm (1.11"") and a surface area of 366.60 mm².",Ricoh,GR IIIx
1769,"Ricoh WG-70 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,WG-70
1770,"Ricoh GR III comes with a  23.5 x 15.6 mm CMOS sensor, which has a diagonal of  28.21 mm (1.11"") and a surface area of 366.60 mm².",Ricoh,GR III
1771,"Ricoh WG-6 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,WG-6
1772,"Ricoh G900 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,G900
1773,"Ricoh WG-50 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,WG-50
1774,"Ricoh GR II comes with a  23.6 x 15.7 mm CMOS sensor, which has a diagonal of  28.35 mm (1.12"") and a surface area of 370.52 mm².",Ricoh,GR II
1775,"Ricoh WG-5 GPS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,WG-5 GPS
1776,"Ricoh WG-30 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,WG-30
1777,"Ricoh WG-M1 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,WG-M1
1778,"Ricoh G800 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,G800
1779,"Ricoh WG-20 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,WG-20
1780,"Ricoh WG-4 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,WG-4
1781,"Ricoh HZ15 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,HZ15
1782,"Ricoh GR comes with a  23.6 x 15.7 mm CMOS sensor, which has a diagonal of  28.35 mm (1.12"") and a surface area of 370.52 mm².",Ricoh,GR
1783,"Ricoh CX5 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,CX5
1784,"Ricoh GXR Mount A12 comes with a  23.6 x 15.7 mm CMOS sensor, which has a diagonal of  28.35 mm (1.12"") and a surface area of 370.52 mm².",Ricoh,GXR Mount A12
1785,"Ricoh CX6 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,CX6
1786,"Ricoh GR  4 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Ricoh,GR Digital 4
1787,"Ricoh PX comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,PX
1788,"Ricoh CX3 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,CX3
1789,"Ricoh G700SE comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,G700SE
1790,"Ricoh GXR GR Lens A12 28mm F2.5 comes with a  23.6 x 15.7 mm CMOS sensor, which has a diagonal of  28.35 mm (1.12"") and a surface area of 370.52 mm².",Ricoh,GXR GR Lens A12 28mm F2.5
1791,"Ricoh G700 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,G700
1792,"Ricoh GXR P10 28-300mm F3.5-5.6 VC comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,GXR P10 28-300mm F3.5-5.6 VC
1793,"Ricoh G700SE comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,G700SE
1794,"Ricoh GR  3 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Ricoh,GR Digital 3
1795,"Ricoh CX1 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,CX1
1796,"Ricoh GXR S10 24-72mm F2.5-4.4 VC comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Ricoh,GXR S10 24-72mm F2.5-4.4 VC
1797,"Ricoh GXR A16 24-85mm F3.5-5.5 comes with a  23.6 x 15.7 mm CMOS sensor, which has a diagonal of  28.35 mm (1.12"") and a surface area of 370.52 mm².",Ricoh,GXR A16 24-85mm F3.5-5.5
1798,"Ricoh GXR A12 50mm F2.5 Macro comes with a  23.6 x 15.7 mm CMOS sensor, which has a diagonal of  28.35 mm (1.12"") and a surface area of 370.52 mm².",Ricoh,GXR A12 50mm F2.5 Macro
1799,"Ricoh CX2 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,CX2
1800,"Ricoh  GX200 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm².",Ricoh,Caplio GX200
1801,"Ricoh R10 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Ricoh,R10
